species	gene	segment	bad	good
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S3!	IGKV12S31
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S32-1	IGKV12S32
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S34-1	IGKV12S34
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S36-1	IGKV12S36
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S38-1	IGKV12S38
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S39-1	IGKV12S39
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S5-1	IGKV12S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S7-1	IGKV12S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S8-1	IGKV12S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S9-1	IGKV12S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV13S7-1	IGKV13S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S1-1	IGKV14S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S!	IGKV14S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S13-1	IGKV14S13
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S14-1	IGKV14S14
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S15-1	IGKV14S15
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S16-1	IGKV14S16
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S18-1	IGKV14S18
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S19-1	IGKV14S19
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S2-1	IGKV14S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S22-1	IGKV14S22
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S4-1	IGKV14S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S8-1	IGKV14S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV14S9-1	IGKV14S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV15S2-1	IGKV15S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV15S3-1	IGKV15S3
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV15S4-1	IGKV15S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV16S1-1	IGKV16S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV16S!	IGKV16S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV16S2-1	IGKV16S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV17S1-1	IGKV17S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV17S!	IGKV17S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV18S1-1	IGKV18S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV18S!	IGKV18S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV19S1-1	IGKV19S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV19S!	IGKV19S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV19S2-1	IGKV19S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S1-1	IGKV1S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S!	IGKV1S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S12-1	IGKV1S12
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S14-1	IGKV1S14
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S18-1	IGKV1S18
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S19-1	IGKV1S19
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S21-1	IGKV1S21
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S2!	IGKV1S21
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S22-1	IGKV1S22
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S23-1	IGKV1S23
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S25-1	IGKV1S25
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S26-1	IGKV1S26
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S27-1	IGKV1S27
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S28-1	IGKV1S28
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S29-1	IGKV1S29
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S30-1	IGKV1S30
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S31-1	IGKV1S31
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S3!	IGKV1S31
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S34-1	IGKV1S34
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S42-1	IGKV1S42
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S5-1	IGKV1S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S7-1	IGKV1S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV1S8-1	IGKV1S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV20S1-1	IGKV20S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV20S!	IGKV20S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV21S2-1	IGKV21S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV21S3-1	IGKV21S3
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S1-1	IGKV22S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S!	IGKV22S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S2-1	IGKV22S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S4-1	IGKV22S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S5-1	IGKV22S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S6-1	IGKV22S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S7-1	IGKV22S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S8-1	IGKV22S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV22S9-1	IGKV22S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S11-1	IGKV2S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S1!	IGKV2S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S16-1	IGKV2S16
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S17-1	IGKV2S17
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S20-1	IGKV2S20
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S22-1	IGKV2S22
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S23-1	IGKV2S23
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S24-1	IGKV2S24
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S25-1	IGKV2S25
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S26-1	IGKV2S26
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S27-1	IGKV2S27
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S3-1	IGKV2S3
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S6-1	IGKV2S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV2S9-1	IGKV2S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S1-1	IGKV3S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S!	IGKV3S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S10-1	IGKV3S10
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S11-1	IGKV3S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S1!	IGKV3S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S12-1	IGKV3S12
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S13-1	IGKV3S13
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S14-1	IGKV3S14
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S15-1	IGKV3S15
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S17-1	IGKV3S17
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S18-1	IGKV3S18
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S19-1	IGKV3S19
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S5-1	IGKV3S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S6-1	IGKV3S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S7-1	IGKV3S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S8-1	IGKV3S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV3S9-1	IGKV3S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S10-1	IGKV4S10
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S11-1	IGKV4S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S1!	IGKV4S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S12-1	IGKV4S12
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S13-1	IGKV4S13
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S14-1	IGKV4S14
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S15-1	IGKV4S15
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S16-1	IGKV4S16
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S18-1	IGKV4S18
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S19-1	IGKV4S19
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S2-1	IGKV4S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S20-1	IGKV4S20
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S21-1	IGKV4S21
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S2!	IGKV4S21
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S3-1	IGKV4S3
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S4-1	IGKV4S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S5-1	IGKV4S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S6-1	IGKV4S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S7-1	IGKV4S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S8-1	IGKV4S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV4S9-1	IGKV4S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S1-1	IGKV5S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S!	IGKV5S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S10-1	IGKV5S10
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S12-1	IGKV5S12
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S2-1	IGKV5S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S4-1	IGKV5S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S5-1	IGKV5S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV5S6-1	IGKV5S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S10-1	IGKV6S10
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S11-1	IGKV6S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S1!	IGKV6S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S2-1	IGKV6S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S3-1	IGKV6S3
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S4-1	IGKV6S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S5-1	IGKV6S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S6-1	IGKV6S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S7-1	IGKV6S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S8-1	IGKV6S8
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV6S9-1	IGKV6S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV7S1-1	IGKV7S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV7S!	IGKV7S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S10-1	IGKV8S10
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S2-1	IGKV8S2
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S4-1	IGKV8S4
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S5-1	IGKV8S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S6-1	IGKV8S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S7-1	IGKV8S7
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV8S9-1	IGKV8S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV9S1-1	IGKV9S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV9S!	IGKV9S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV9S2-1	IGKV9S2
SusScrofa	IGK	Joining	IGKJ1-1	IGKJ1
SusScrofa	IGK	Joining	IGKJ!	IGKJ1
SusScrofa	IGK	Joining	IGKJ2-1	IGKJ2
SusScrofa	IGK	Joining	IGKJ2-1	IGKJ2
SusScrofa	IGK	Joining	IGKJ3-1	IGKJ3
SusScrofa	IGK	Joining	IGKJ3-1	IGKJ3
SusScrofa	IGK	Joining	IGKJ4-1	IGKJ4
SusScrofa	IGK	Joining	IGKJ4-1	IGKJ4
SusScrofa	IGK	Joining	IGKJ5-1	IGKJ5
SusScrofa	IGK	Joining	IGKJ5-1	IGKJ5
SusScrofa	IGK	Variable	IGKV1-1!	IGKV1-11
SusScrofa	IGK	Variable	IGKV1-1!	IGKV1-11
SusScrofa	IGK	Variable	IGKV1D-1!	IGKV1D-11
SusScrofa	IGK	Variable	IGKV2/OR3-!	IGKV2/OR3-1
SusScrofa	IGK	Variable	IGKV2	IGKV2/OR3-1
SusScrofa	IGK	Variable	IGOR3-1	IGKV2/OR3-1
SusScrofa	IGK	Variable	IGKOR3-1	IGKV2/OR3-1
SusScrofa	IGK	Variable	IGKOR2	IGKV2/OR3-1
SusScrofa	IGK	Variable	IGKV2_OR3-1	IGKV2/OR3-1
SusScrofa	IGL	Joining	IGLJ2-1	IGLJ2
SusScrofa	IGL	Joining	IGLJ2-1	IGLJ2
SusScrofa	IGL	Joining	IGLJ3-1	IGLJ3
SusScrofa	IGL	Joining	IGLJ4-1	IGLJ4
SusScrofa	IGL	Variable	IGLV3-!	IGLV3-1
SusScrofa	IGL	Variable	IGLV3-!	IGLV3-1
SusScrofa	IGL	Variable	IGLV8-2!	IGLV8-21
SusScrofa	IGL	Variable	IGLV8-2!	IGLV8-21
